grain_id,phi1,Phi,phi2,x,y,area,diameter,misorientation_cube_deg,misorientation_goss_deg,misorientation_rotated_cube_deg,misorientation_rotated_goss_deg,misorientation_alpha_deg,misorientation_gamma_deg,misorientation_eta_deg,misorientation_lambda_deg,is_relevant,nearest_component,angle_to_nearest_component_deg
1663,352.102,9.547,345.82,8618.6,220.688,3087.0,62.69,24.0302,41.402,24.8061,50.2497,23.2212,47.3622,22.0068,9.547,True,Other/Random,24.03
1664,303.627,31.372,74.43,8991.55,219.494,2241.0,53.42,36.084,45.7014,41.1319,26.923,19.2709,24.5416,33.5416,31.372,False,Other/Random,26.92
1665,195.342,18.445,145.7,10674.24,205.224,684.0,29.51,26.3915,34.449,31.8201,44.5934,29.1538,39.4498,20.2655,18.445,False,Other/Random,26.39
1666,189.705,21.643,154.01,10765.93,208.512,1161.0,38.45,27.0269,29.6584,35.8204,46.0535,31.5915,38.5159,17.3173,21.643,False,Other/Random,27.03
1667,199.856,38.983,131.75,12306.52,213.277,1557.0,44.52,47.9002,36.3435,42.2457,47.3512,23.9339,23.9682,34.5862,38.983,False,Other/Random,36.34
1668,353.735,42.085,352.22,13120.76,202.25,648.0,28.72,44.2657,13.3752,51.8235,58.651,33.308,31.2008,13.1155,42.085,True,goss,13.38
1669,161.229,42.416,215.94,15140.55,223.51,3969.0,71.09,45.6101,25.8748,50.377,47.5112,22.9887,23.035,25.041,42.416,False,Other/Random,25.87
1670,188.588,19.723,181.54,15372.72,222.247,4482.0,75.54,22.1485,27.1355,39.9117,48.7942,34.9657,40.0725,10.051,19.723,True,Other/Random,22.15
1671,20.657,43.566,346.99,15993.99,221.397,1836.0,48.35,44.1999,14.5706,55.9482,52.4342,34.8681,21.4042,14.2493,43.566,True,goss,14.57
1672,172.591,32.945,210.92,16729.89,199.688,1008.0,35.82,40.2838,28.1983,39.1705,50.8895,30.1157,33.2425,24.9972,32.945,False,Other/Random,28.2
1673,303.277,41.635,58.98,759.46,214.938,1296.0,40.62,41.6934,41.2949,58.9796,23.7781,11.1315,15.7071,35.091,41.635,True,Other/Random,23.78
1674,60.344,53.77,315.03,1086.06,219.909,3267.0,64.5,55.7669,45.6815,55.2019,34.8171,24.8638,12.4775,44.5171,45.4936,True,Other/Random,34.82
1675,208.868,34.616,133.36,2024.09,234.218,5463.0,83.4,38.787,31.9111,43.7819,39.503,22.8575,22.9695,27.109,34.616,False,Other/Random,31.91
1676,125.371,57.138,217.84,2880.3,205.2,180.0,15.14,59.3535,43.3533,48.4793,41.5892,28.4118,8.3266,43.2325,46.7693,True,Other/Random,41.59
1677,325.815,34.0,53.32,3672.5,219.014,1989.0,50.32,38.8757,35.6335,42.4875,36.9018,21.4595,22.0106,29.8062,34.0,False,Other/Random,35.63
1678,35.554,55.471,312.73,4302.65,199.826,207.0,16.23,56.5986,37.4649,52.9311,42.7338,8.3269,7.7793,37.4253,47.9137,True,Other/Random,37.46
1679,155.903,45.762,223.43,4328.67,209.391,1242.0,39.77,49.4753,31.3555,52.1291,45.6207,17.1573,18.3301,30.8242,45.762,False,Other/Random,31.36
1680,73.949,48.213,316.64,4397.39,214.914,2313.0,54.27,56.6043,44.4478,50.1972,37.5013,30.9452,23.4428,50.1559,44.2288,False,Other/Random,37.5
1681,168.634,25.26,169.02,4683.13,244.72,15820.0,141.93,33.6047,29.0164,33.807,55.5661,24.1104,35.6849,21.7987,25.26,False,Other/Random,29.02
1682,147.129,43.951,224.69,4820.78,214.866,2358.0,54.79,45.4363,30.9118,54.5697,39.2554,15.9162,14.1433,29.32,43.951,True,Other/Random,30.91
1683,151.499,17.631,184.58,5136.5,236.796,5553.0,84.09,29.64,36.6216,27.4164,49.0328,20.9086,38.0612,24.1727,17.631,False,Other/Random,27.42
1684,0.764,21.988,351.86,5304.67,197.667,162.0,14.36,23.1777,24.1878,43.3762,48.7925,38.3112,41.0283,7.437,21.988,True,Other/Random,23.18
1685,0.189,29.933,349.67,5797.38,215.563,1791.0,47.75,31.567,18.1669,45.6421,52.1797,36.5255,37.8727,10.1666,29.933,True,Other/Random,18.17
1686,206.845,47.119,144.58,6384.64,244.15,6975.0,94.24,47.8491,25.455,58.914,45.0888,19.8862,15.9729,25.1502,47.119,False,Other/Random,25.45
1687,326.792,54.386,42.91,6621.58,201.627,603.0,27.71,55.1796,33.9156,56.5319,44.1686,11.9721,9.6079,33.9063,47.1413,True,Other/Random,33.92
1688,133.934,48.728,224.1,8336.95,214.869,1719.0,46.78,48.7652,35.2925,59.4116,35.17,17.0753,6.0655,34.0207,48.728,True,Other/Random,35.17
1689,235.863,25.315,117.24,8762.81,213.228,1539.0,44.27,26.2229,39.0172,45.4843,27.2269,22.9504,30.1423,22.7657,25.315,False,Other/Random,26.22
1690,185.236,41.365,158.31,9963.66,238.233,5409.0,82.99,44.3838,18.5772,49.9008,54.8145,32.3384,31.9965,18.0784,41.365,False,Other/Random,18.58
1691,163.553,48.071,224.37,10680.0,193.5,18.0,4.79,55.173,35.1689,50.844,44.9923,18.8784,23.1671,35.1262,44.477,False,Other/Random,35.17
1692,9.587,23.062,14.67,11340.74,212.554,1512.0,43.88,33.3507,31.922,30.9239,54.6495,22.5642,37.6384,23.7825,23.062,False,Other/Random,30.92
1693,124.396,37.081,241.91,11649.75,196.5,72.0,9.57,37.5948,40.6568,53.0962,23.7271,12.8734,19.1794,32.1406,37.081,True,Other/Random,23.73
1694,27.314,35.964,332.68,12370.99,242.815,5400.0,82.92,35.964,20.707,57.0112,42.1954,29.6212,22.4602,16.2895,35.964,False,Other/Random,20.71
1695,32.575,42.483,319.03,12772.87,234.805,4761.0,77.86,43.2669,28.2052,55.519,39.2872,18.7163,15.3545,26.2838,42.483,False,Other/Random,28.21
1696,220.203,38.144,129.95,12944.4,195.15,180.0,15.14,39.3487,33.2616,51.4241,33.1049,16.9074,16.9424,28.4059,38.144,False,Other/Random,33.1
1697,343.624,37.443,39.39,14306.25,200.438,288.0,19.15,43.7331,29.9764,43.2203,47.6302,26.159,26.6032,27.927,37.443,False,Other/Random,29.98
1698,256.066,7.477,120.82,15104.25,202.179,252.0,17.91,18.4564,45.7304,29.0719,41.5452,28.5688,48.4364,18.232,7.477,True,Other/Random,18.46
1699,163.053,47.014,218.83,15250.63,209.199,1179.0,38.74,51.594,29.6476,52.099,47.2848,20.0544,22.9626,29.5652,45.5927,False,Other/Random,29.65
1700,204.336,10.229,121.81,16228.79,226.859,3762.0,69.21,35.3223,50.0892,15.1174,50.9337,14.4192,45.264,34.4223,10.229,True,Other/Random,15.12
1701,308.829,32.795,37.8,15.4,230.412,2340.0,54.58,35.3466,33.5888,45.2582,34.1287,29.6728,22.3303,26.2605,32.795,False,Other/Random,33.59
1702,181.014,19.186,153.42,728.6,211.01,882.0,33.51,31.8682,36.2737,27.2441,50.7316,22.31,42.4091,25.6243,19.186,False,Other/Random,27.24
1703,226.022,15.906,107.25,1753.88,198.375,72.0,9.57,31.0286,46.9653,24.1809,41.2893,24.074,38.8329,29.9066,15.906,False,Other/Random,24.18
1704,197.536,45.204,133.39,2057.37,218.961,684.0,29.51,53.3311,36.2998,47.7884,47.7359,20.4615,22.9425,35.9715,45.204,False,Other/Random,36.3
1705,209.073,33.375,176.23,2779.76,226.773,2421.0,55.52,41.6637,28.6586,38.611,53.0988,19.1848,23.9269,26.0004,33.375,False,Other/Random,28.66
1706,204.94,51.049,139.95,3559.28,208.574,549.0,26.44,53.0941,30.1646,58.6452,47.139,15.1477,16.3807,30.1547,45.1571,False,Other/Random,30.16
1707,323.504,26.737,39.33,5583.0,227.074,1575.0,44.78,26.8841,28.8947,49.6,35.2952,28.434,28.4876,16.5697,26.737,False,Other/Random,26.88
1708,182.169,32.146,154.67,5958.62,204.207,261.0,18.23,39.4413,26.8831,38.7001,53.0152,28.3416,36.1533,23.52,32.146,False,Other/Random,26.88
1709,307.483,47.845,36.17,7354.35,204.65,540.0,26.22,50.4047,37.5062,53.6453,38.3924,28.4792,9.0414,36.3357,47.845,True,Other/Random,37.51
1710,163.395,15.735,216.04,7482.73,234.326,4059.0,71.89,24.9585,36.7537,29.9505,44.5788,28.0301,41.3663,20.4923,15.735,False,Other/Random,24.96
1711,206.57,44.786,124.09,8400.0,202.5,54.0,8.29,53.1239,41.2227,47.3116,45.4203,17.6538,17.165,40.1634,44.786,False,Other/Random,41.22
1712,127.356,13.883,219.65,9056.04,239.304,5661.0,84.9,18.9935,38.7872,34.8149,38.3328,32.273,41.0049,16.3466,13.883,True,Other/Random,18.99
1713,338.931,37.184,45.15,9329.83,219.103,1053.0,36.62,44.068,33.0887,42.4824,45.2485,24.2297,24.3527,30.5534,37.184,False,Other/Random,33.09
1714,317.046,44.719,52.76,9828.66,217.906,1629.0,45.54,45.7276,36.7649,56.3427,32.8323,10.9331,10.1365,34.0674,44.719,True,Other/Random,32.83
1715,109.322,49.176,225.65,10597.17,217.331,1278.0,40.34,54.8236,45.0924,52.8424,34.3438,30.8942,20.8882,47.7442,44.4307,False,Other/Random,34.34
1716,323.559,24.695,66.89,11272.72,234.336,3699.0,68.63,39.0195,45.6802,28.6056,41.5357,27.7799,30.4726,35.6968,24.695,False,Other/Random,28.61
1717,181.65,30.883,165.8,11375.17,205.083,324.0,20.31,33.278,19.1197,44.5085,51.8825,35.0582,36.8462,12.8114,30.883,True,Other/Random,19.12
1718,344.644,47.598,46.06,11461.26,236.82,4644.0,76.9,56.1534,37.1431,49.5786,44.854,19.9395,24.0294,37.0875,44.5965,False,Other/Random,37.14
1719,207.801,40.928,123.28,12683.57,199.714,63.0,8.96,49.7533,40.8343,43.8474,43.7084,20.15,18.7047,38.7409,40.928,False,Other/Random,40.83
1720,24.615,47.843,324.89,12715.96,234.887,3501.0,66.77,48.9144,25.3922,58.3879,46.6586,19.77,17.2797,25.2447,47.6278,False,Other/Random,25.39
1721,287.838,30.37,91.19,13593.6,219.253,2025.0,50.78,35.7193,53.2727,39.7613,23.7821,21.0052,30.0708,35.4361,30.37,False,Other/Random,23.78
1722,332.241,44.428,47.26,14263.11,219.827,2970.0,61.49,48.3203,33.4408,50.9022,42.8028,16.0679,16.6287,32.3443,44.428,False,Other/Random,33.44
1723,114.887,10.922,255.16,14348.8,207.649,666.0,29.12,14.8299,43.5869,36.5688,36.2404,35.4581,44.589,14.3543,10.922,True,cube,14.83
1724,1.024,13.71,22.7,14533.18,220.343,1890.0,49.06,27.3514,39.0319,25.2679,50.0087,22.4507,45.5601,23.696,13.71,True,Other/Random,25.27
1725,43.596,51.789,311.9,15204.27,218.168,1980.0,50.21,51.971,37.5135,55.7869,36.2463,11.4701,3.154,36.7613,51.789,True,Other/Random,36.25
1726,154.971,4.522,226.62,15486.43,229.36,3276.0,64.58,22.054,46.4209,23.8358,47.4011,23.7138,50.5016,21.7396,4.522,True,Other/Random,22.05
1727,2.842,23.916,323.09,15572.89,220.277,1395.0,42.14,41.4198,40.3154,26.2629,53.9667,19.3298,39.3622,34.3286,23.916,False,Other/Random,26.26
1728,352.763,22.458,26.66,16152.07,220.525,1647.0,45.79,29.6102,30.6288,33.9134,47.6082,28.9427,38.7264,20.1486,22.458,False,Other/Random,29.61
1729,212.612,50.734,136.98,16394.95,230.602,1017.0,35.98,51.7213,32.1601,58.3303,42.5402,13.2115,10.6284,31.9433,49.2959,True,Other/Random,32.16
1730,169.472,15.86,210.32,193.27,219.138,981.0,35.34,25.3131,36.0553,29.7138,46.1905,27.2616,42.3258,20.3778,15.86,False,Other/Random,25.31
1731,261.591,4.28,102.21,566.72,235.827,6237.0,89.11,5.7236,44.5773,41.4111,40.9626,40.9552,51.3423,5.672,4.28,True,cube,5.72
1732,265.56,20.915,84.98,1341.49,233.554,4725.0,77.56,22.9332,50.1399,41.0656,25.7296,25.4881,40.4696,22.933,20.915,False,Other/Random,22.93
1733,318.275,46.489,46.15,2803.5,202.5,72.0,9.57,46.6875,33.7227,60.1885,35.2537,14.2798,8.6243,32.0586,46.489,True,Other/Random,33.72
1734,43.297,45.295,314.9,3710.66,212.01,873.0,33.34,45.329,33.2576,61.7941,34.4057,16.0778,9.5297,31.19,45.295,True,Other/Random,33.26
1735,338.424,51.197,52.58,5326.52,245.439,6354.0,89.95,59.3064,41.6091,52.6224,43.5562,14.844,18.976,41.5747,43.5561,True,Other/Random,41.61
1736,174.334,32.989,174.86,5606.63,200.625,72.0,9.57,34.667,15.7454,47.1681,56.1282,35.1165,34.0937,10.3611,32.989,True,Other/Random,15.75
1737,137.025,5.955,182.09,5898.19,252.911,6966.0,94.18,41.298,56.0144,7.2374,58.5822,4.1094,48.7846,40.8967,5.955,True,rotated_cube,7.24
1738,329.318,46.378,43.81,6521.65,232.341,2637.0,57.94,48.1014,31.0014,55.7708,41.584,15.0881,13.8273,30.1946,46.378,True,Other/Random,31.0
1739,206.129,25.881,161.55,7215.6,222.891,2880.0,60.56,26.9775,24.2513,45.1525,42.8492,36.3397,31.053,12.2979,25.881,True,Other/Random,24.25
1740,17.726,39.97,321.35,10303.79,216.526,1026.0,36.14,44.9163,28.565,46.4057,47.4199,24.1101,24.6785,27.1731,39.97,False,Other/Random,28.56
1741,23.667,41.026,315.85,11435.4,199.2,45.0,7.57,45.6571,31.3518,47.5209,44.2628,20.4231,20.8062,29.7604,41.026,False,Other/Random,31.35
1742,35.371,53.559,320.29,11640.22,219.399,1692.0,46.41,53.7215,32.1433,56.3934,43.3606,15.7744,7.8893,32.1157,49.0059,True,Other/Random,32.14
1743,40.969,49.141,310.54,12111.79,204.5,378.0,21.94,49.8243,36.385,56.0416,36.0745,10.2808,6.4303,35.2403,49.141,True,Other/Random,36.07
1744,30.634,33.266,321.59,13162.27,219.554,2097.0,51.67,34.1377,26.4718,49.5261,38.0897,25.1904,23.565,20.1277,33.266,False,Other/Random,26.47
1745,58.93,40.416,299.65,13256.28,202.56,225.0,16.93,40.4399,41.9437,58.758,22.3701,11.5668,17.5673,34.7094,40.416,True,Other/Random,22.37
1746,33.605,44.687,317.67,13394.92,231.983,5247.0,81.74,45.4879,29.6414,56.9647,39.3758,16.7432,13.2593,28.2729,44.687,True,Other/Random,29.64
1747,142.112,13.227,234.49,14365.5,204.0,90.0,10.7,21.1979,40.355,31.2698,39.9231,30.8809,41.6327,19.0822,13.227,True,Other/Random,21.2
1748,355.674,34.181,342.08,14860.08,206.143,126.0,12.67,40.6008,23.989,40.873,56.7624,27.4349,34.3581,21.6312,34.181,False,Other/Random,23.99
1749,169.645,36.835,221.32,16354.12,229.997,3609.0,67.79,47.7727,35.0568,39.3314,52.3523,29.6021,30.1404,33.51,36.835,False,Other/Random,35.06
1750,4.057,23.215,325.54,648.85,233.525,3753.0,69.13,38.0859,37.827,27.3694,52.0204,21.0741,39.3113,30.768,23.215,False,Other/Random,27.37
1751,201.725,27.701,134.25,704.25,214.385,468.0,24.41,36.5134,35.0612,34.6219,43.6717,30.7046,30.701,27.9962,27.701,False,Other/Random,34.62
1752,246.511,12.215,82.28,1131.0,202.5,36.0,6.77,33.4589,54.1627,18.4032,44.6312,18.1397,43.531,33.4146,12.215,True,Other/Random,18.4
1753,106.365,3.739,243.39,1821.85,226.569,1170.0,38.6,10.9043,44.8821,34.9494,42.7181,34.8466,51.4752,10.8174,3.739,True,cube,10.9
1754,342.885,45.53,47.86,3052.7,234.865,3807.0,69.62,54.4769,37.7109,47.5959,47.1737,20.6613,23.1518,37.4294,45.53,False,Other/Random,37.71
1755,163.91,39.227,218.28,4089.05,210.109,495.0,25.1,44.8522,28.9414,45.1499,48.2388,25.2573,25.9412,27.471,39.227,False,Other/Random,28.94
1756,199.823,16.631,144.11,4274.36,242.212,4077.0,72.05,23.0851,34.8433,33.2836,42.8,31.4613,40.1211,17.7073,16.631,False,Other/Random,23.09
1757,158.985,25.936,227.37,4556.2,245.568,4122.0,72.45,36.8147,37.245,31.8488,44.7024,28.38,32.2772,29.6009,25.936,False,Other/Random,31.85
1758,240.733,45.011,115.49,5459.77,221.884,1161.0,38.45,45.161,46.0256,56.4444,21.0791,6.3687,15.4212,39.9071,45.011,True,Other/Random,21.08
1759,148.545,39.838,235.8,6819.46,218.769,468.0,24.41,46.4285,38.7208,44.6803,40.2195,18.551,17.8544,35.8171,39.838,False,Other/Random,38.72
1760,134.041,37.754,232.84,7163.58,217.941,1071.0,36.93,38.3534,35.2009,53.1515,29.6911,15.7952,16.9953,29.207,37.754,False,Other/Random,29.69
1761,181.11,16.449,185.07,7426.26,218.593,729.0,30.47,17.5641,29.1773,42.0371,47.6057,39.0486,43.9174,6.1426,16.449,True,Other/Random,17.56
1762,206.78,43.749,125.33,7443.0,203.4,45.0,7.57,51.5123,39.8477,46.8225,44.6284,17.8751,17.5671,38.5747,43.749,False,Other/Random,39.85
1763,188.618,16.397,186.93,7617.34,220.723,1269.0,40.2,22.5599,32.2743,33.6203,49.8563,29.7894,42.317,15.39,16.397,False,Other/Random,22.56
1764,151.45,21.275,217.53,7805.07,227.016,1647.0,45.79,23.0724,30.6537,41.6536,38.6242,32.7852,34.7006,14.5562,21.275,True,Other/Random,23.07
1765,233.862,24.222,108.83,8891.87,230.068,2376.0,55.0,29.695,43.1035,36.634,30.7287,25.5665,30.9619,27.4485,24.222,False,Other/Random,29.69
1766,243.593,22.136,124.01,9178.08,243.925,4320.0,74.16,23.3899,39.3341,43.2548,28.981,27.9864,34.2695,20.5307,22.136,False,Other/Random,23.39
1767,334.694,50.022,46.73,10389.91,213.818,297.0,19.45,54.1442,35.075,54.9743,46.7402,13.0673,16.2562,34.952,46.1513,True,Other/Random,35.08
1768,12.903,12.809,13.43,11390.52,244.673,5922.0,86.83,29.2335,41.0022,22.6069,53.1947,19.2092,44.2475,26.1658,12.809,True,Other/Random,22.61
1769,60.429,1.178,310.04,14785.15,221.438,1296.0,40.62,10.5349,45.4933,34.5505,45.2006,34.5354,53.6007,10.5133,1.178,True,cube,10.53
1770,333.087,49.57,47.14,15742.68,227.764,1143.0,38.15,53.2956,34.9596,55.0636,45.4553,12.6871,15.1539,34.7435,47.2534,True,Other/Random,34.96
1771,258.093,2.396,119.07,16328.34,210.293,369.0,21.68,17.3282,47.2645,27.9379,45.9041,27.8881,52.7393,17.3076,2.396,True,Other/Random,17.33
1772,329.094,45.6,31.16,983.63,231.036,3762.0,69.21,45.6007,23.6608,58.4607,43.7067,24.2072,14.1276,23.049,45.6,True,Other/Random,23.66
1773,63.118,45.575,300.56,1153.92,216.926,846.0,32.82,45.7153,45.3948,59.9519,22.1877,12.1616,16.5977,39.8694,45.575,True,Other/Random,22.19
1774,144.358,29.979,233.68,3430.08,244.0,3105.0,62.88,34.8804,35.7195,40.1119,36.0277,24.13,25.4894,27.3726,29.979,False,Other/Random,34.88
1775,216.647,53.847,137.11,4110.09,211.781,288.0,19.15,54.1808,34.233,57.1602,42.0691,13.1675,6.8384,34.1582,49.6214,True,Other/Random,34.23
1776,79.976,1.036,251.69,4359.39,226.024,765.0,31.21,28.3525,52.7271,16.6979,51.895,16.6914,53.8889,28.3524,1.036,True,Other/Random,16.7
1777,324.037,47.08,49.01,6238.5,207.0,54.0,8.29,48.7551,34.8073,56.3837,38.2724,11.5593,10.3704,33.6158,47.08,True,Other/Random,34.81
1778,191.962,35.226,127.62,7296.9,215.325,360.0,21.41,53.1251,44.8508,35.5134,54.7501,28.9297,29.9529,43.0068,35.226,False,Other/Random,35.51
1779,172.636,16.756,172.04,7999.45,255.514,10720.0,116.82,22.6696,31.8519,33.987,50.0428,30.0889,42.3328,15.1598,16.756,False,Other/Random,22.67
1780,320.893,51.735,51.71,8495.98,223.262,963.0,35.02,53.145,38.7028,52.5045,38.1164,6.9963,5.5919,38.0543,51.735,True,Other/Random,38.12
1781,345.823,39.951,49.94,9885.75,240.659,4509.0,75.77,53.1272,40.8436,40.9624,51.5218,27.0816,26.7681,39.8532,39.951,False,Other/Random,40.84
1782,0.255,13.331,12.85,11430.0,208.5,36.0,6.77,18.673,34.2006,34.502,47.157,32.3496,45.9323,13.0983,13.331,True,Other/Random,18.67
1783,337.266,50.39,40.82,11971.57,209.714,189.0,15.51,53.3372,30.8049,56.7102,46.3383,15.5223,18.1542,30.7919,44.7204,False,Other/Random,30.8
1784,55.273,26.081,292.33,12670.4,228.535,1413.0,42.42,28.8312,41.2092,41.529,27.829,22.5655,29.3348,25.9377,26.081,False,Other/Random,27.83
1785,332.063,43.826,50.4,14697.94,223.03,603.0,27.71,48.9939,35.8576,49.0261,42.843,16.3345,16.8554,34.556,43.826,False,Other/Random,35.86
1786,207.194,12.212,175.8,14885.34,232.887,1989.0,50.32,25.9971,40.1002,25.1308,48.6514,21.9284,43.2203,23.1048,12.212,True,Other/Random,25.13
1787,158.329,43.13,218.06,15270.86,210.643,126.0,12.67,45.9997,26.9781,51.3771,46.0075,21.1083,20.9456,26.1222,43.13,False,Other/Random,26.98
1788,52.821,51.779,324.36,17036.66,219.396,477.0,24.64,54.3678,39.369,50.5432,40.4348,29.0641,6.9263,38.89,51.2479,True,Other/Random,39.37
1789,7.707,41.736,317.98,232.54,217.622,999.0,35.66,53.5392,36.9197,43.0233,49.1217,27.9892,30.3173,36.5643,41.736,False,Other/Random,36.92
1790,205.4,34.805,131.15,689.25,210.0,72.0,9.57,41.764,34.7186,40.7601,42.4154,24.2505,24.0623,30.7254,34.805,False,Other/Random,34.72
1791,325.482,35.472,62.0,1397.72,228.975,1800.0,47.87,44.5999,42.3772,39.4368,39.2987,22.4884,20.5928,37.4115,35.472,False,Other/Random,39.3
1792,68.603,13.037,266.19,1674.09,216.545,297.0,19.45,28.3303,51.0413,23.665,40.3241,23.4575,43.0091,28.2574,13.037,True,Other/Random,23.66
1793,312.514,49.124,55.02,2501.55,227.372,2106.0,51.78,49.6629,40.555,53.9402,31.4693,7.4766,5.9424,38.4957,49.124,True,Other/Random,31.47
1794,347.353,42.062,6.6,5601.0,211.5,36.0,6.77,42.4749,9.5375,56.721,55.7193,37.4857,27.0357,8.9022,42.062,True,goss,9.54
1795,206.145,28.856,137.81,5827.5,208.0,54.0,8.29,32.9339,30.4604,40.6594,40.0526,28.0224,28.5299,22.4369,28.856,False,Other/Random,30.46
1796,184.215,20.472,210.9,6222.63,227.493,1278.0,40.34,40.4838,42.1886,22.7107,56.1056,15.4275,40.7899,34.8768,20.472,False,Other/Random,22.71
1797,181.002,35.82,215.82,6940.44,258.145,10410.0,115.14,50.9331,37.6866,36.7118,54.8233,24.0851,35.7184,36.6365,35.82,False,Other/Random,36.71
1798,319.725,53.708,39.91,7283.14,214.143,189.0,15.51,53.7091,33.9283,54.736,41.3579,17.6233,3.9682,33.8274,52.052,True,Other/Random,33.93
1799,306.861,49.153,18.79,7318.8,218.6,540.0,26.22,59.348,42.6476,44.2757,51.6258,14.7615,8.4923,42.5694,49.153,True,Other/Random,42.65
1800,322.874,54.584,45.22,8415.18,234.155,1566.0,44.65,55.1352,35.9958,55.0821,41.7033,10.9711,6.4232,35.9148,49.4749,True,Other/Random,36.0
1801,321.438,51.247,42.59,8463.4,222.772,1224.0,39.48,51.3944,33.2468,58.8974,39.8456,14.767,6.2103,32.8873,51.247,True,Other/Random,33.25
1802,346.866,5.995,36.75,9540.13,246.507,8316.0,102.9,24.3546,45.7848,22.199,48.5645,21.8165,49.713,23.7221,5.995,True,Other/Random,22.2
1803,314.064,54.363,54.88,10642.51,242.724,4014.0,71.49,55.0385,42.8929,49.8438,34.8691,5.6636,0.8486,42.0515,54.268,True,Other/Random,34.87
1804,33.441,45.046,317.94,10857.49,238.8,5400.0,82.92,45.821,29.5639,57.3008,39.6464,16.7168,13.0901,28.3131,45.046,True,Other/Random,29.56
1805,153.889,31.498,166.79,11191.65,247.107,6858.0,93.44,49.9882,39.7046,31.9931,55.5269,10.2013,26.3753,37.9613,31.498,True,Other/Random,31.99
1806,358.867,18.838,27.66,11308.59,212.294,153.0,13.96,32.4373,37.1985,26.3256,50.974,21.4799,42.5661,26.59,18.838,False,Other/Random,26.33
1807,304.105,30.698,64.67,11586.76,224.937,1278.0,40.34,31.8985,40.3878,47.1473,25.0041,18.0189,25.0735,27.9422,30.698,False,Other/Random,25.0
1808,159.202,42.366,227.7,12088.5,207.0,18.0,4.79,49.8518,35.6008,45.9057,47.4044,20.8494,21.8092,34.5937,42.366,False,Other/Random,35.6
1809,350.592,34.815,40.28,12107.54,251.805,6633.0,91.9,46.2117,35.0224,37.49,52.2414,28.8786,31.4519,32.9233,34.815,False,Other/Random,35.02
1810,242.98,20.442,122.28,13446.92,215.739,207.0,16.23,21.1009,39.2697,44.4997,29.3969,28.4316,35.6852,18.4936,20.442,False,Other/Random,21.1
1811,208.305,28.133,117.79,13817.94,215.438,432.0,23.45,43.7915,45.3499,30.2007,45.1739,28.2129,28.6093,38.7023,28.133,False,Other/Random,30.2
1812,218.264,26.559,118.44,13971.36,248.596,5886.0,86.57,35.1896,40.8056,34.1754,37.1493,27.5222,28.4809,30.5698,26.559,False,Other/Random,34.18
1813,184.831,14.654,196.25,14332.76,237.126,4302.0,74.01,25.6265,36.5964,27.9951,50.1569,24.7356,44.2411,20.9585,14.654,True,Other/Random,25.63
1814,189.851,40.962,183.5,16014.5,229.625,648.0,28.72,42.9938,13.2664,51.3449,59.7695,32.5766,29.1152,12.7009,40.962,True,goss,13.27
1815,191.493,42.192,176.52,16036.01,227.893,1260.0,40.05,42.9121,9.7005,55.5463,57.2438,36.1521,27.7483,9.212,42.192,True,goss,9.7
1816,189.85,40.375,179.45,16111.21,231.844,2079.0,51.45,41.3886,10.5212,53.3958,57.6161,35.5706,29.2724,9.4377,40.375,True,goss,10.52
1817,138.642,48.23,260.27,16716.81,232.233,3438.0,66.16,61.1947,48.6396,42.6847,42.6285,23.6154,7.1005,42.6846,48.23,True,Other/Random,42.63
1818,199.859,48.495,133.52,16877.36,234.922,2430.0,55.62,54.9315,35.9105,51.6634,45.6114,16.7866,20.5859,35.8162,45.222,False,Other/Random,35.91
1819,63.469,23.106,278.61,2321.87,246.185,4086.0,72.13,29.1664,46.945,35.4564,29.4391,26.2354,33.3891,28.295,23.106,False,Other/Random,29.17
1820,29.606,50.702,331.67,3734.84,247.174,3771.0,69.29,50.6616,23.9649,53.2682,47.8107,25.0654,12.8762,23.9649,47.7142,True,Other/Random,23.96
1821,219.837,25.116,125.71,4012.85,238.631,1341.0,41.32,28.9196,35.9123,39.3557,34.3025,26.6638,29.7822,23.1947,25.116,False,Other/Random,28.92
1822,54.355,36.939,281.0,5833.17,255.514,4572.0,76.3,44.1658,50.5948,42.004,29.3254,18.8066,18.9819,41.5144,36.939,False,Other/Random,29.33
1823,142.367,47.276,230.15,5944.6,227.081,1116.0,37.7,48.8129,35.6874,56.2999,37.2253,10.7272,9.3954,34.3602,47.276,True,Other/Random,35.69
1824,47.701,49.043,332.74,6597.96,259.035,7515.0,97.82,52.8883,35.1768,48.4025,45.0065,25.5648,6.0755,34.8831,49.043,True,Other/Random,35.18
1825,317.217,52.901,51.97,8435.28,219.621,261.0,18.23,53.6361,39.9171,52.1669,36.4133,7.1778,2.5626,39.2063,52.901,True,Other/Random,36.41
1826,197.123,31.285,144.58,10542.86,251.385,7938.0,100.53,36.127,27.7262,40.9137,44.9589,29.931,29.7499,22.3873,31.285,False,Other/Random,27.73
1827,350.421,10.045,45.16,10732.61,244.508,3294.0,64.76,36.9276,50.0632,13.762,53.8186,12.1336,46.7993,35.7587,10.045,True,rotated_cube,13.76
1828,158.166,45.615,220.06,11611.5,216.0,72.0,9.57,48.9403,29.0133,52.5278,46.966,18.9157,19.8967,28.6104,45.615,False,Other/Random,29.01
1829,188.668,38.967,168.72,12006.89,222.507,639.0,28.52,39.0511,9.6461,56.9627,53.5311,37.9344,30.3963,7.0674,38.967,True,goss,9.65
